Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (in)
syn_event_70_H-H-L_1996-11-15_13-00-00_SM3_BF1_SLR4,SUCCESS,10.924999999999999,44,,159389.,2.398,1.16,May 27 02:06,May 27 13:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_70_H-L-H_1993-03-13_09-00-00_SM3_BF1_SLR4,SUCCESS,10.531666666666668,44,,105219.,1.790,3.70,May 27 02:08,May 27 12:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_70_H-L-L_2013-11-13_11-00-00_SM3_BF1_SLR4,SUCCESS,11.314444444444446,48,,18522.,0.3049,2.73,May 28 01:08,May 28 12:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_70_L-H-H_1994-10-11_11-00-00_SM3_BF1_SLR4,SUCCESS,10.216388888888888,44,,24754.,0.3503,2.90,May 28 01:08,May 28 11:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_70_L-H-L_2016-10-12_01-00-00_SM3_BF1_SLR4,SUCCESS,7.680277777777778,32,,24135.,0.3959,1.10,May 30 14:08,May 30 21:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_70_L-L-H_2018-07-22_22-00-00_SM3_BF1_SLR4,SUCCESS,11.445277777777777,48,,25192.,0.3753,1.42,May 29 11:13,May 29 22:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_710_H-L-L_2006-11-21_11-00-00_SM3_BF1_SLR4,SUCCESS,11.051944444444445,48,,61731.,1.001,3.44,May 28 01:08,May 28 12:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_710_L-H-L_1984-09-18_12-00-00_SM3_BF1_SLR4,SUCCESS,7.92,32,,17264.,0.2607,0.29,May 30 14:07,May 30 22:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_710_L-L-H_1979-05-07_17-00-00_SM3_BF1_SLR4,SUCCESS,12.873333333333333,52,,17491.,0.2704,1.17,May 29 11:13,May 30 00:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_711_L-H-L_1995-05-21_10-00-00_SM3_BF1_SLR4,SUCCESS,7.224444444444445,32,,17062.,0.2893,0.16,May 30 14:08,May 30 21:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_711_L-L-H_2005-05-31_15-00-00_SM3_BF1_SLR4,SUCCESS,9.376666666666667,40,,28768.,0.4667,1.52,May 29 11:13,May 29 20:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_712_H-L-L_2007-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,11.58361111111111,48,,101133.,1.817,3.16,May 28 01:08,May 28 12:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_712_L-H-L_1997-06-05_05-00-00_SM3_BF1_SLR4,SUCCESS,9.946944444444444,40,,37071.,0.5472,2.90,May 30 14:07,May 31 00:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_712_L-L-H_1983-12-29_04-00-00_SM3_BF1_SLR4,SUCCESS,11.345,48,,34887.,0.6105,2.79,May 29 11:13,May 29 22:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_713_H-L-L_2024-05-14_03-00-00_SM3_BF1_SLR4,SUCCESS,7.1049999999999995,32,,16614.,0.3210,0.16,May 28 01:08,May 28 08:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_713_L-H-L_2020-01-22_14-00-00_SM3_BF1_SLR4,SUCCESS,9.622222222222224,40,,52000.,0.7546,0.58,May 30 14:07,May 30 23:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_713_L-L-H_1997-10-27_11-00-00_SM3_BF1_SLR4,SUCCESS,10.53138888888889,44,,23577.,0.3711,2.80,May 29 11:13,May 29 21:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_714_H-L-L_2024-05-14_03-00-00_SM3_BF1_SLR4,SUCCESS,9.415555555555557,40,,39625.,0.6670,0.84,May 28 01:08,May 28 10:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_714_L-H-L_2016-06-19_03-00-00_SM3_BF1_SLR4,SUCCESS,9.629444444444445,40,,38834.,0.5807,1.24,May 30 14:07,May 30 23:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_714_L-L-H_1997-04-27_07-00-00_SM3_BF1_SLR4,SUCCESS,16.078333333333333,68,,141594.,2.357,4.31,May 29 11:14,May 30 03:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_715_H-L-L_2014-11-01_15-00-00_SM3_BF1_SLR4,SUCCESS,11.231944444444444,48,,53383.,0.8562,4.17,May 28 01:10,May 28 12:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_715_L-H-L_2012-06-15_13-00-00_SM3_BF1_SLR4,SUCCESS,9.564722222222223,40,,35216.,0.5945,3.19,May 30 14:08,May 30 23:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_715_L-L-H_2020-06-07_02-00-00_SM3_BF1_SLR4,SUCCESS,12.81388888888889,52,,45343.,0.7001,6.48,May 29 11:14,May 30 00:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_716_H-L-L_2020-12-08_00-00-00_SM3_BF1_SLR4,SUCCESS,10.928333333333333,44,,37999.,0.6913,0.34,May 28 01:09,May 28 12:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_716_L-H-L_2013-04-22_04-00-00_SM3_BF1_SLR4,SUCCESS,10.221111111111112,44,,32982.,0.5609,2.05,May 30 14:08,May 31 00:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_716_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,12.398333333333333,52,,19524.,0.3215,2.33,May 29 11:14,May 29 23:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_717_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR4,SUCCESS,12.31027777777778,52,,53170.,0.9105,2.35,May 28 01:08,May 28 13:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_717_L-H-L_1983-02-27_18-00-00_SM3_BF1_SLR4,SUCCESS,8.216111111111111,36,,43952.,0.7606,0.84,May 30 14:07,May 30 22:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_717_L-L-H_1998-01-08_14-00-00_SM3_BF1_SLR4,SUCCESS,10.628055555555555,44,,47775.,0.7444,1.19,May 29 11:13,May 29 21:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_718_L-H-L_1993-10-24_00-00-00_SM3_BF1_SLR4,SUCCESS,10.084444444444445,44,,57116.,0.9743,2.45,May 30 14:07,May 31 00:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_718_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,11.175833333333333,48,,26148.,0.4272,1.18,May 29 11:14,May 29 22:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_719_L-H-L_2007-11-02_10-00-00_SM3_BF1_SLR4,SUCCESS,8.197222222222223,36,,35249.,0.5466,0.87,May 30 14:08,May 30 22:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_719_L-L-H_1991-09-29_20-00-00_SM3_BF1_SLR4,SUCCESS,8.977222222222222,36,,29901.,0.4262,0.87,May 29 11:13,May 29 20:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_H-H-H_2005-02-27_17-00-00_SM3_BF1_SLR4,SUCCESS,11.066666666666666,48,,66478.,1.094,2.99,May 27 01:47,May 27 12:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_H-H-L_2023-05-24_21-00-00_SM3_BF1_SLR4,SUCCESS,7.868611111111112,32,,34477.,0.5607,1.77,May 27 02:06,May 27 09:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_H-L-H_2008-03-07_19-00-00_SM3_BF1_SLR4,SUCCESS,9.745277777777776,40,,71030.,1.100,2.20,May 27 02:08,May 27 11:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_H-L-L_2013-11-13_11-00-00_SM3_BF1_SLR4,SUCCESS,15.785555555555556,64,,30267.,0.4895,1.70,May 28 01:08,May 28 16:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_L-H-H_2017-06-07_13-00-00_SM3_BF1_SLR4,SUCCESS,9.848055555555556,40,,52686.,0.8775,0.79,May 28 01:11,May 28 11:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_L-H-L_1999-02-22_11-00-00_SM3_BF1_SLR4,SUCCESS,11.305555555555557,48,,25699.,0.4096,1.97,May 30 14:07,May 31 01:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_71_L-L-H_2023-03-13_18-00-00_SM3_BF1_SLR4,SUCCESS,8.846388888888889,36,,27480.,0.4497,2.83,May 29 11:13,May 29 20:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_720_H-L-L_2023-01-14_00-00-00_SM3_BF1_SLR4,SUCCESS,10.685555555555556,44,,22003.,0.3759,0.81,May 28 01:09,May 28 11:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_720_L-H-L_2012-11-17_08-00-00_SM3_BF1_SLR4,SUCCESS,8.43388888888889,36,,30783.,0.4650,1.10,May 30 14:07,May 30 22:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_720_L-L-H_1988-09-05_12-00-00_SM3_BF1_SLR4,SUCCESS,11.020555555555557,48,,25161.,0.4162,2.68,May 29 11:14,May 29 22:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_721_H-L-L_1996-03-19_13-00-00_SM3_BF1_SLR4,SUCCESS,10.127222222222223,44,,70763.,1.125,1.24,May 28 01:08,May 28 11:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_721_L-H-L_2019-11-16_23-00-00_SM3_BF1_SLR4,SUCCESS,8.31027777777778,36,,16691.,0.2536,1.33,May 30 14:07,May 30 22:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_721_L-L-H_2011-03-31_14-00-00_SM3_BF1_SLR4,SUCCESS,9.836944444444445,40,,26583.,0.4455,1.01,May 29 11:14,May 29 21:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_722_H-L-L_2007-04-20_18-00-00_SM3_BF1_SLR4,SUCCESS,9.780277777777778,40,,27269.,0.4827,1.49,May 28 01:08,May 28 10:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_722_L-H-L_2012-06-15_13-00-00_SM3_BF1_SLR4,SUCCESS,8.408888888888889,36,,27301.,0.4511,0.95,May 30 14:06,May 30 22:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_722_L-L-H_2006-02-03_16-00-00_SM3_BF1_SLR4,SUCCESS,10.39472222222222,44,,33134.,0.5467,2.17,May 29 11:13,May 29 21:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_723_H-L-L_2023-03-03_21-00-00_SM3_BF1_SLR4,SUCCESS,8.609166666666667,36,,31943.,0.5399,0.89,May 28 01:08,May 28 09:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_723_L-H-L_2008-09-20_08-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 14:03,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_723_L-L-H_2002-11-16_22-00-00_SM3_BF1_SLR4,SUCCESS,8.046388888888888,36,,32890.,0.5342,0.58,May 29 11:13,May 29 19:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_724_H-L-L_2005-11-19_00-00-00_SM3_BF1_SLR4,SUCCESS,8.426666666666666,36,,16709.,0.2915,0.60,May 28 01:09,May 28 09:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_724_L-L-H_1996-12-07_21-00-00_SM3_BF1_SLR4,SUCCESS,7.08,32,,45643.,0.7805,0.51,May 29 11:14,May 29 18:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_725_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR4,SUCCESS,7.166666666666667,32,,32041.,0.5215,0.68,May 28 01:08,May 28 08:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_725_L-H-L_2024-09-10_10-00-00_SM3_BF1_SLR4,SUCCESS,8.726944444444445,36,,39530.,0.7594,0.16,May 30 14:06,May 30 22:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_725_L-L-H_1998-03-19_08-00-00_SM3_BF1_SLR4,SUCCESS,8.75611111111111,36,,52140.,0.8954,1.21,May 29 11:14,May 29 19:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_726_H-L-L_2020-08-10_02-00-00_SM3_BF1_SLR4,SUCCESS,8.51361111111111,36,,20710.,0.3781,0.87,May 28 01:08,May 28 09:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_726_L-H-L_2015-11-09_02-00-00_SM3_BF1_SLR4,SUCCESS,10.877222222222223,44,,19318.,0.3269,2.01,May 30 14:06,May 31 00:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_726_L-L-H_2007-02-02_05-00-00_SM3_BF1_SLR4,SUCCESS,8.897777777777778,36,,28333.,0.4909,2.05,May 29 11:13,May 29 20:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_727_H-L-L_2020-11-02_16-00-00_SM3_BF1_SLR4,SUCCESS,9.551388888888889,40,,18575.,0.3218,2.64,May 28 01:08,May 28 10:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_727_L-L-H_2017-11-23_16-00-00_SM3_BF1_SLR4,SUCCESS,8.230833333333333,36,,28243.,0.4642,0.92,May 29 11:13,May 29 19:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_728_H-L-L_2014-01-03_12-00-00_SM3_BF1_SLR4,SUCCESS,8.552222222222223,36,,53691.,0.8627,0.84,May 28 01:08,May 28 09:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_728_L-H-L_2015-10-02_08-00-00_SM3_BF1_SLR4,SUCCESS,10.853055555555555,44,,19682.,0.3138,1.14,May 30 14:07,May 31 00:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_728_L-L-H_1988-09-05_12-00-00_SM3_BF1_SLR4,SUCCESS,11.67611111111111,48,,25364.,0.4151,2.61,May 29 11:13,May 29 22:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_729_H-L-L_1990-11-30_12-00-00_SM3_BF1_SLR4,SUCCESS,19.47694444444444,80,,50923.,0.004785,8.76,May 28 01:08,May 28 20:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_729_L-H-L_1989-09-28_04-00-00_SM3_BF1_SLR4,SUCCESS,10.280555555555557,44,,30981.,0.4721,1.02,May 30 14:07,May 31 00:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_729_L-L-H_2011-01-26_00-00-00_SM3_BF1_SLR4,SUCCESS,8.7925,36,,29983.,0.5241,0.61,May 29 11:14,May 29 20:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_H-H-H_1983-02-13_09-00-00_SM3_BF1_SLR4,SUCCESS,9.94111111111111,40,,31473.,0.5734,2.81,May 27 01:48,May 27 11:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_H-H-L_2020-01-17_16-00-00_SM3_BF1_SLR4,SUCCESS,8.591944444444445,36,,26713.,0.4572,0.50,May 27 02:06,May 27 10:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_H-L-H_2008-03-07_19-00-00_SM3_BF1_SLR4,SUCCESS,10.876111111111111,44,,40403.,0.6870,2.74,May 27 02:08,May 27 13:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_H-L-L_2020-12-08_00-00-00_SM3_BF1_SLR4,SUCCESS,11.311111111111112,48,,31595.,0.5236,3.19,May 28 01:08,May 28 12:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_L-H-H_1998-02-23_04-00-00_SM3_BF1_SLR4,SUCCESS,9.453055555555554,40,,58446.,0.9524,0.53,May 28 01:09,May 28 10:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_L-H-L_2011-11-06_01-00-00_SM3_BF1_SLR4,SUCCESS,11.62861111111111,48,,28033.,0.4606,1.39,May 30 14:07,May 31 01:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_72_L-L-H_2009-03-29_12-00-00_SM3_BF1_SLR4,SUCCESS,8.393055555555556,36,,38731.,0.6747,0.16,May 29 11:13,May 29 19:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_730_H-L-L_1995-01-14_12-00-00_SM3_BF1_SLR4,SUCCESS,10.4425,44,,41398.,0.7175,3.04,May 28 01:09,May 28 11:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_730_L-L-H_2020-06-07_02-00-00_SM3_BF1_SLR4,SUCCESS,12.630277777777778,52,,25450.,0.4239,3.90,May 29 11:13,May 29 23:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_731_H-L-L_2005-01-23_11-00-00_SM3_BF1_SLR4,SUCCESS,7.370277777777777,32,,18818.,0.3194,0.16,May 28 01:09,May 28 08:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_731_L-H-L_1983-02-27_18-00-00_SM3_BF1_SLR4,SUCCESS,11.330555555555556,48,,54252.,0.9371,3.12,May 30 14:08,May 31 01:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_731_L-L-H_1982-04-11_06-00-00_SM3_BF1_SLR4,SUCCESS,9.751666666666667,40,,18673.,0.3185,0.52,May 29 11:14,May 29 20:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_732_H-L-L_1990-11-30_12-00-00_SM3_BF1_SLR4,SUCCESS,8.090555555555556,36,,17042.,0.2918,1.07,May 28 01:08,May 28 09:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_732_L-H-L_1994-12-30_16-00-00_SM3_BF1_SLR4,SUCCESS,9.607777777777777,40,,20324.,0.3377,1.00,May 30 14:06,May 30 23:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_732_L-L-H_2021-08-03_12-00-00_SM3_BF1_SLR4,SUCCESS,12.661944444444444,52,,34449.,0.5453,3.02,May 29 11:13,May 29 23:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_733_H-L-L_2020-12-25_00-00-00_SM3_BF1_SLR4,SUCCESS,9.351111111111111,40,,32853.,0.5346,3.02,May 28 01:08,May 28 10:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_733_L-H-L_2016-02-07_05-00-00_SM3_BF1_SLR4,SUCCESS,9.962222222222222,40,,60517.,1.010,1.11,May 30 14:06,May 31 00:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_733_L-L-H_2009-03-29_12-00-00_SM3_BF1_SLR4,SUCCESS,8.635,36,,25154.,0.3824,2.19,May 29 11:13,May 29 19:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_734_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR4,SUCCESS,10.063055555555556,44,,64032.,0.9792,0.52,May 28 01:08,May 28 11:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_734_L-H-L_1989-03-08_18-00-00_SM3_BF1_SLR4,SUCCESS,7.406944444444445,32,,42007.,0.8018,0.82,May 30 14:06,May 30 21:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_734_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,10.4075,44,,23220.,0.3859,1.20,May 29 11:13,May 29 21:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_735_H-L-L_2005-01-23_11-00-00_SM3_BF1_SLR4,SUCCESS,7.652777777777779,32,,18517.,0.3268,0.34,May 28 01:08,May 28 08:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_735_L-H-L_2016-06-19_03-00-00_SM3_BF1_SLR4,SUCCESS,8.200833333333332,36,,37670.,0.5952,2.02,May 30 14:06,May 30 22:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_735_L-L-H_1983-12-29_04-00-00_SM3_BF1_SLR4,SUCCESS,10.865555555555556,44,,36882.,0.5876,2.75,May 29 11:13,May 29 22:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_736_H-L-L_1996-03-19_13-00-00_SM3_BF1_SLR4,SUCCESS,6.906388888888889,28,,28235.,0.4936,0.96,May 28 01:08,May 28 08:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_736_L-H-L_2019-11-08_12-00-00_SM3_BF1_SLR4,SUCCESS,8.525833333333335,36,,36277.,0.5587,0.37,May 30 14:06,May 30 22:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_736_L-L-H_1979-05-07_17-00-00_SM3_BF1_SLR4,SUCCESS,11.854722222222222,48,,33863.,0.5666,1.09,May 29 11:13,May 29 23:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_737_H-L-L_2022-01-16_12-00-00_SM3_BF1_SLR4,SUCCESS,9.1425,40,,26712.,0.4320,4.31,May 28 01:09,May 28 10:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_737_L-H-L_2012-06-15_13-00-00_SM3_BF1_SLR4,SUCCESS,8.558333333333334,36,,45446.,0.7627,0.87,May 30 14:06,May 30 22:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_737_L-L-H_1998-01-08_14-00-00_SM3_BF1_SLR4,SUCCESS,9.162777777777778,40,,33520.,0.5786,0.32,May 29 11:13,May 29 20:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_738_H-L-L_1991-12-19_15-00-00_SM3_BF1_SLR4,SUCCESS,9.1,40,,27954.,0.4894,2.94,May 28 01:08,May 28 10:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_738_L-L-H_1984-02-22_05-00-00_SM3_BF1_SLR4,SUCCESS,10.766666666666667,44,,29289.,0.4906,2.23,May 29 11:14,May 29 22:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_739_H-L-L_2021-05-14_17-00-00_SM3_BF1_SLR4,SUCCESS,6.911944444444445,28,,19942.,0.3377,0.16,May 28 01:09,May 28 08:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_739_L-H-L_2012-06-15_13-00-00_SM3_BF1_SLR4,SUCCESS,9.582222222222223,40,,61927.,1.013,2.10,May 30 14:06,May 30 23:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_739_L-L-H_1981-02-08_12-00-00_SM3_BF1_SLR4,SUCCESS,12.547222222222222,52,,33095.,0.5172,1.14,May 29 11:13,May 29 23:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_H-H-H_1989-01-22_01-00-00_SM3_BF1_SLR4,SUCCESS,10.424166666666666,44,,66864.,1.138,1.14,May 27 01:47,May 27 12:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_H-H-L_1988-12-12_19-00-00_SM3_BF1_SLR4,SUCCESS,7.716944444444445,32,,16818.,0.2865,0.85,May 27 02:06,May 27 09:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_H-L-H_2018-12-20_15-00-00_SM3_BF1_SLR4,SUCCESS,9.296111111111111,40,,26108.,0.4025,1.37,May 27 02:08,May 27 11:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_H-L-L_2013-11-13_11-00-00_SM3_BF1_SLR4,SUCCESS,13.980833333333333,56,,51325.,0.8972,1.73,May 28 01:08,May 28 15:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_L-H-H_2017-06-07_13-00-00_SM3_BF1_SLR4,SUCCESS,10.034166666666666,44,,19778.,0.3317,2.89,May 28 01:09,May 28 11:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_L-H-L_1991-10-29_10-00-00_SM3_BF1_SLR4,SUCCESS,8.084444444444445,36,,26286.,0.4263,0.34,May 30 14:07,May 30 22:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_73_L-L-H_1979-09-24_16-00-00_SM3_BF1_SLR4,SUCCESS,13.178888888888888,56,,54852.,0.9665,0.76,May 29 11:14,May 30 00:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_740_H-L-L_2013-11-13_11-00-00_SM3_BF1_SLR4,SUCCESS,12.986388888888888,52,,38115.,0.6448,1.67,May 28 01:08,May 28 14:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_740_L-H-L_1983-06-11_18-00-00_SM3_BF1_SLR4,SUCCESS,8.4325,36,,25689.,0.3824,0.71,May 30 14:06,May 30 22:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_740_L-L-H_2006-02-03_16-00-00_SM3_BF1_SLR4,SUCCESS,14.324444444444444,60,,26598.,0.4131,2.60,May 29 11:14,May 30 01:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
